,ortho,phon,cgram,islem,freqlemfilms2,freqfilms2,freqlemlivres,freqlivres,p_cvcv,cvcv,nbsyll,nblettres
140431,vespa,vEspa,NOM,1,1.19,1.19,0.68,0.61,CVCCV,CVCCV,2,5
140529,vexant,vEks@,ADJ,1,0.4,0.39,1.01,0.74,CVCCV,CVCVCC,2,6
140700,vidange,vid@Z,NOM,1,1.29,1.09,1.55,1.35,CVCVC,CVCVCCV,2,7
140752,videur,vid9R,NOM,1,1.48,1.24,1.22,0.74,CVCVC,CVCVVC,2,6
140876,vigil,viZil,ADJ,1,0.34,0.04,0.0,0.0,CVCVC,CVCVC,2,5
140901,viking,vikiG,NOM,1,0.43,0.25,0.2,0.0,CVCVC,CVCVCC,2,6
141008,vinyle,vinil,NOM,1,0.7,0.34,0.74,0.74,CVCVC,CVCVCV,2,6
141113,viral,viRal,ADJ,1,1.19,0.35,0.61,0.07,CVCVC,CVCVC,2,5
141253,viseur,viz9R,NOM,1,1.93,1.48,1.22,1.08,CVCVC,CVCVVC,2,6
141352,vista,vista,NOM,1,0.86,0.86,0.14,0.14,CVCCV,CVCCV,2,5
141682,volage,volaZ,ADJ,1,1.79,1.69,1.62,1.62,CVCVC,CVCVCV,2,6
142458,zarbi,zaRbi,ADJ,1,0.7,0.63,0.14,0.14,CVCCV,CVCCV,2,5
142690,zyklon,zikl§,NOM,1,0.82,0.82,0.0,0.0,CVCCV,CVCCVC,2,6
